Well_Permit_Num,Period_ID,Production_Indicator,Well_Status,Farm_Name,Spud_Date,Gas_Quantity,Gas_Production_Days,Condensate_Quantity,Condensate_Production_Days,Oil_Quantity,Oil_Production_Days,Averaged,Operator,OGO_NUM,Well_County,Well_Municipality,Well_Latitude,Well_Longitude,Unconventional,Well_Configuration,Home_Use,Reporting_Period,Comment_Reason,Comment_Text,Record_Source
003-21994,15AUGU,Yes,ACTIVE,FAWN DEVELOPERS INC 1,12/05/2008,2334,31,,,,,No,XTO ENERGY INC,OGO-38958,ALLEGHENY,FAWN,40.657901,-79.781085,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
003-22091,15AUGU,Yes,ACTIVE,FAWN DEVELOPERS INC 3H,12/11/2009,36533,31,,,,,No,XTO ENERGY INC,OGO-38958,ALLEGHENY,FAWN,40.648568,-79.777621,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22092,15AUGU,Yes,ACTIVE,FAWN DEVELOPERS INC 4H,12/03/2009,18192,31,,,,,No,XTO ENERGY INC,OGO-38958,ALLEGHENY,FAWN,40.648704,-79.777674,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22230,15AUGU,Yes,ACTIVE,BOVARD DOROTHY UNIT 4H,10/30/2012,47777.75,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634369,-79.753756,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22231,15AUGU,Yes,ACTIVE,BOVARD DOROTHY UNIT 5H,10/30/2012,43318.92,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634453,-79.753761,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22232,15AUGU,Yes,ACTIVE,BOVARD DOROTHY UNIT 6H,10/30/2012,46688.21,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634536,-79.753769,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22233,15AUGU,Yes,ACTIVE,BOVARD DOROTHY UNIT 8H,10/30/2012,56420.97,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634542,-79.753625,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22278,15AUGU,Yes,ACTIVE,BOVARD DOROTHY UNIT 2H,04/13/2014,77221.75,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634186,-79.753597,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22279,15AUGU,Yes,ACTIVE,BOVARD DOROTHY UNIT 3H,04/12/2014,90443.25,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634103,-79.753589,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22280,15AUGU,Yes,ACTIVE,BOVARD DOROTHY UNIT 7H,04/12/2014,107121,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634097,-79.753697,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22293,15AUGU,Yes,ACTIVE,BOVARD DOROTHY UNIT 1H,05/16/2014,69105.76,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.634181,-79.753706,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22294,15AUGU,Yes,ACTIVE,NORRIS DAVID ET AL UNIT 3H,09/10/2014,207957.5,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.6721,-79.805914,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22295,15AUGU,Yes,ACTIVE,NORRIS DAVID ET AL UNIT 7H,09/10/2014,200552.52,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.672117,-79.806019,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22334,15AUGU,No,ACTIVE,BELLO CHARLES 11612 7H,08/25/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654578,-79.775072,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22339,15AUGU,No,ACTIVE,BELLO CHARLES 11612 3H,08/25/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654428,-79.775242,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22340,15AUGU,No,ACTIVE,BELLO CHARLES 11612 1H,08/25/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654494,-79.775086,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22341,15AUGU,No,ACTIVE,BELLO CHARLES 11612 2H,08/25/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654414,-79.7751,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22342,15AUGU,No,ACTIVE,BELLO CHARLES 11612 4H,08/26/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654508,-79.775228,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22355,15AUGU,No,ACTIVE,BELLO CHARLES 11612 6H,08/26/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FAWN,40.654658,-79.775061,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22247,15AUGU,No,RINAC,DALBO DOMINICK UNIT 2H,08/03/2013,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FINDLAY,40.484222,-80.349361,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
003-22281,15AUGU,No,ACTIVE,ACAA 2D,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.462042,-80.256753,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22282,15AUGU,No,ACTIVE,ACAA 1D,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.472872,-80.254803,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22287,15AUGU,No,ACTIVE,ACAA 2A,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.461769,-80.256789,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22288,15AUGU,No,ACTIVE,ACAA 2B,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.461822,-80.256781,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22289,15AUGU,No,ACTIVE,ACAA 2C,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.461878,-80.256775,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22290,15AUGU,No,ACTIVE,ACAA 2E,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.461986,-80.256758,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22291,15AUGU,No,ACTIVE,ACAA 2F,07/17/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.461933,-80.256767,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22292,15AUGU,No,ACTIVE,ACAA 4J,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479731,-80.237147,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22297,15AUGU,No,ACTIVE,ACAA 1A,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.472975,-80.254856,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22298,15AUGU,No,ACTIVE,ACAA 1B,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.473019,-80.254803,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22299,15AUGU,No,ACTIVE,ACAA 1C,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.472969,-80.254775,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22300,15AUGU,No,ACTIVE,ACAA 1E,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.472922,-80.254828,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22301,15AUGU,No,ACTIVE,ACAA 1F,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.472919,-80.254747,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22302,15AUGU,No,ACTIVE,ACAA 1IUD,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.473025,-80.254883,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22303,15AUGU,No,ACTIVE,ACAA 1JUD,09/16/2014,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.473072,-80.254828,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22314,15AUGU,No,ACTIVE,ACAA 4A,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479925,-80.237208,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22315,15AUGU,No,ACTIVE,ACAA 4B,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479978,-80.237206,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22316,15AUGU,No,ACTIVE,ACAA 4C,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.480033,-80.237206,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22317,15AUGU,No,ACTIVE,ACAA 4D,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.480006,-80.237133,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22318,15AUGU,No,ACTIVE,ACAA 4E,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.47995,-80.237136,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22319,15AUGU,No,ACTIVE,ACAA 4F,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479894,-80.237139,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22320,15AUGU,No,ACTIVE,ACAA 4G,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479869,-80.237211,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22321,15AUGU,No,ACTIVE,ACAA 4H,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479814,-80.237214,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22322,15AUGU,No,ACTIVE,ACAA 4I,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479758,-80.237217,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22323,15AUGU,No,ACTIVE,ACAA 4K,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479786,-80.237144,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22324,15AUGU,No,ACTIVE,ACAA 4L,01/23/2015,,,,,,,No,CNX GAS CO LLC,OGO-37312,ALLEGHENY,FINDLAY,40.479839,-80.237142,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22229,15AUGU,Yes,ACTIVE,OLIVER EAST 590597,01/15/2013,59518,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243461,-79.904617,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22234,15AUGU,Yes,ACTIVE,OLIVER EAST 590598,01/15/2013,58639,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243464,-79.904564,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22235,15AUGU,Yes,ACTIVE,OLIVER EAST 590599,01/15/2013,64840,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243464,-79.904508,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22236,15AUGU,Yes,ACTIVE,OLIVER EAST 590600,01/15/2013,57070,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243464,-79.904456,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22237,15AUGU,Yes,ACTIVE,OLIVER EAST 590596,01/16/2013,57383,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243461,-79.904669,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22240,15AUGU,Yes,ACTIVE,OLIVER WEST 591627,05/28/2013,59110,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235833,-79.9125,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22241,15AUGU,Yes,ACTIVE,OLIVER WEST 591628,05/28/2013,73523,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235825,-79.912447,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22242,15AUGU,Yes,ACTIVE,OLIVER WEST 591629,05/28/2013,63474,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235817,-79.912394,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22269,15AUGU,Yes,ACTIVE,OLIVER WEST 590590,01/10/2014,139585,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235892,-79.912867,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22270,15AUGU,Yes,ACTIVE,OLIVER WEST 590591,01/10/2014,138403,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235883,-79.912814,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22271,15AUGU,No,ACTIVE,OLIVER WEST 590592,01/10/2014,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235875,-79.912761,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
003-22272,15AUGU,Yes,ACTIVE,OLIVER WEST 590593,01/10/2014,208435,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235867,-79.912708,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22273,15AUGU,Yes,ACTIVE,OLIVER WEST 590594,01/10/2014,150713,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235858,-79.912658,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22274,15AUGU,Yes,ACTIVE,OLIVER WEST 590595,01/10/2014,144968,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.23585,-79.912606,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22275,15AUGU,Yes,ACTIVE,OLIVER WEST 591626,01/10/2014,109713,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235842,-79.912553,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22276,15AUGU,Yes,ACTIVE,OLIVER WEST 592158,03/12/2014,103924,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.235808,-79.912342,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22277,15AUGU,Yes,ACTIVE,OLIVER WEST 592159,03/12/2014,132572,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.2358,-79.912289,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22283,15AUGU,Yes,ACTIVE,OLIVER EAST 590601,07/08/2014,322186,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243467,-79.904403,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22284,15AUGU,Yes,ACTIVE,OLIVER EAST 591630,11/03/2014,95657,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243467,-79.904347,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22285,15AUGU,Yes,ACTIVE,OLIVER EAST 591631,07/08/2014,203866,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243467,-79.904294,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22286,15AUGU,Yes,ACTIVE,OLIVER EAST 591632,07/08/2014,214432,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243469,-79.904242,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22312,15AUGU,Yes,ACTIVE,OLIVER EAST 591633,11/15/2014,146458,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ALLEGHENY,FORWARD,40.243469,-79.904186,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-21982,15AUGU,Yes,ACTIVE,YUTE UNIT 4H,02/03/2009,22177.44,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.572278,-79.807056,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22193,15AUGU,Yes,ACTIVE,YUTE UNIT 2H,09/29/2011,38554.04,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.573081,-79.806931,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22194,15AUGU,Yes,ACTIVE,YUTE UNIT 3H,09/08/2011,25076.57,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.573122,-79.806839,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22195,15AUGU,Yes,ACTIVE,YUTE UNIT 5H,09/07/2011,39279.22,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.573217,-79.806914,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22196,15AUGU,Yes,ACTIVE,YUTE UNIT 8H,09/07/2011,29358.39,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.573036,-79.807025,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22197,15AUGU,Yes,ACTIVE,YUTE UNIT 9H,09/08/2011,26688.61,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.573131,-79.807097,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22203,15AUGU,Yes,ACTIVE,BAKERSTOWN ROAD UNIT 5H,05/20/2012,26786.25,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.6252,-79.783381,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22204,15AUGU,Yes,ACTIVE,BAKERSTOWN ROAD UNIT 4H,05/20/2012,31548.67,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.625194,-79.783486,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22210,15AUGU,Yes,ACTIVE,BAKERSTOWN ROAD UNIT 2H,05/18/2012,29310.66,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.625083,-79.783478,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22211,15AUGU,Yes,ACTIVE,BAKERSTOWN ROAD UNIT 3H,05/19/2012,19247.78,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.625206,-79.783272,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22222,15AUGU,Yes,ACTIVE,SCHILLER GERALD UNIT 1H,07/01/2012,42042.43,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.616081,-79.786542,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22223,15AUGU,Yes,ACTIVE,SCHILLER GERALD UNIT 2H,07/01/2012,29632.59,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.616133,-79.786625,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22224,15AUGU,Yes,ACTIVE,SCHILLER GERALD UNIT 3H,07/01/2012,41983.09,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.616186,-79.786708,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22225,15AUGU,Yes,ACTIVE,SCHILLER GERALD UNIT 6H,07/02/2012,38307.46,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.616164,-79.78645,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22227,15AUGU,Yes,ACTIVE,SCHILLER GERALD UNIT 4H,07/02/2012,76755.29,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.616269,-79.786617,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
003-22327,15AUGU,No,ACTIVE,GULICK UNIT 1H,07/17/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.617683,-79.803619,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22328,15AUGU,No,ACTIVE,GULICK UNIT 5H,07/17/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.617686,-79.803692,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22329,15AUGU,No,ACTIVE,GULICK UNIT 6H,07/17/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.617794,-79.803683,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22332,15AUGU,No,ACTIVE,GULICK UNIT 7H,07/17/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.617789,-79.803542,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
003-22333,15AUGU,No,ACTIVE,GULICK UNIT 9H,07/17/2015,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,ALLEGHENY,FRAZER,40.617792,-79.803611,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
005-31196,15AUGU,No,ACTIVE,THOMAS HALL 1M,03/26/2014,,,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,BETHEL,40.7052,-79.549475,Yes,VERTI,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
005-30081,15AUGU,Yes,ACTIVE,TREGASKES UNIT 1,01/19/2009,1585,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.875043,-79.44671,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30676,15AUGU,Yes,ACTIVE,BVL/SHAWMUT 2M-100,04/01/2011,3233,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.888822,-79.421797,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30678,15AUGU,Yes,ACTIVE,BVL/SHAWMUT 4M-100,12/07/2012,2739,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.885842,-79.421103,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30823,15AUGU,Yes,ACTIVE,HOOKS-PHILLIPS UNIT 1M,10/18/2011,1929,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.904594,-79.4523,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30832,15AUGU,Yes,ACTIVE,COLLIER-TREGASKES UNIT 1M,06/23/2011,223,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.87135,-79.452719,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30952,15AUGU,Yes,ACTIVE,HAROLD P MATEER 1M-45.5,07/12/2012,2516,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.892111,-79.418181,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31093,15AUGU,Yes,ACTIVE,GEORGE W COLWELL ETAL 2M-139,05/10/2013,2287,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.887942,-79.451492,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31115,15AUGU,Yes,ACTIVE,BVL-MCCONNELL UNIT 1M,05/22/2013,1709,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.889047,-79.474425,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31122,15AUGU,Yes,ACTIVE,W H KUHNS HEIRS 6M-143,04/15/2013,1666,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,BOGGS,40.913756,-79.368794,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
