Well_Permit_Num,Period_ID,Production_Indicator,Well_Status,Farm_Name,Spud_Date,Gas_Quantity,Gas_Production_Days,Condensate_Quantity,Condensate_Production_Days,Oil_Quantity,Oil_Production_Days,Averaged,Operator,OGO_NUM,Well_County,Well_Municipality,Well_Latitude,Well_Longitude,Unconventional,Well_Configuration,Home_Use,Reporting_Period,Comment_Reason,Comment_Text,Record_Source
081-21305,15AUGU,Yes,ACTIVE,ELBOW F&G D 20H,10/14/2013,47763,7,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.366617,-77.209989,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21306,15AUGU,Yes,ACTIVE,ELBOW F&G D 21H,10/16/2013,250355,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.366658,-77.209989,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21307,15AUGU,Yes,ACTIVE,ELBOW F&G D 22H,10/17/2013,48528,7,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.3667,-77.209992,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21308,15AUGU,Yes,ACTIVE,ELBOW F&G D 23H,10/18/2013,57741,7,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.366742,-77.209994,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21309,15AUGU,Yes,ACTIVE,ELBOW F&G D 219H,10/16/2013,51717,7,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.366578,-77.209931,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21310,15AUGU,Yes,ACTIVE,ELBOW F&G D 220H,10/17/2013,42688,7,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.366619,-77.209933,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21311,15AUGU,Yes,ACTIVE,ELBOW F&G D 221H,10/18/2013,152020,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.366661,-77.209936,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21370,15AUGU,Yes,ACTIVE,NULL BOBST UNIT 5H,03/27/2014,39690,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,COGAN HOUSE,41.379572,-77.122619,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21410,15AUGU,Yes,ACTIVE,LAUREL HILL 12H,12/30/2013,103503,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,COGAN HOUSE,41.475761,-77.093517,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21411,15AUGU,Yes,ACTIVE,LAUREL HILL 13H,12/29/2013,111101,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,COGAN HOUSE,41.475742,-77.093625,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21412,15AUGU,Yes,ACTIVE,LAUREL HILL 14H,12/29/2013,115586,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,COGAN HOUSE,41.475722,-77.093731,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21430,15AUGU,No,ACTIVE,KURT H HAUFLER A-1H,10/09/2014,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.399392,-77.205822,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
081-21440,15AUGU,No,ACTIVE,KURT H HAUFLER A-3H,10/03/2014,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.399311,-77.205836,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
081-21454,15AUGU,No,ACTIVE,KENMAR HC A-1H,12/13/2014,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.377378,-77.209681,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
081-21455,15AUGU,No,ACTIVE,KENMAR HC A-2H,12/14/2014,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.377386,-77.209625,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
081-21475,15AUGU,Yes,ACTIVE,LAUREL HILL 15H,10/26/2014,216431,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,COGAN HOUSE,41.475444,-77.093867,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21476,15AUGU,Yes,ACTIVE,LAUREL HILL 16H,10/26/2014,95451,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,COGAN HOUSE,41.475425,-77.093972,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-21482,15AUGU,No,ACTIVE,KURT H HAUFLER A-5H,10/02/2014,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.399228,-77.20585,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
081-21497,15AUGU,No,ACTIVE,KENMAR HC A-6H,12/16/2014,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.377414,-77.209411,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
081-21498,15AUGU,No,ACTIVE,KENMAR HC A-5H,12/16/2014,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.377406,-77.209464,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
081-21499,15AUGU,No,ACTIVE,KENMAR HC A-4H,12/15/2014,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,COGAN HOUSE,41.3774,-77.209519,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
081-21572,15AUGU,Yes,ACTIVE,RED BEND B UNIT 9H,03/31/2015,202322,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,COGAN HOUSE,41.388706,-77.186967,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20057,15AUGU,Yes,ACTIVE,OGONTZ FISHING CLUB 1,10/16/2007,2274,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.321727,-77.297951,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
081-20067,15AUGU,Yes,ACTIVE,OGONTZ FISHING CLUB 3H,03/26/2008,23330,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.323227,-77.291728,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20148,15AUGU,Yes,ACTIVE,LARRY S CREEK F & G 3H,09/22/2009,24809,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.343832,-77.258747,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20150,15AUGU,Yes,ACTIVE,GENTNER UNIT 5H,02/27/2010,16298,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.302338,-77.306535,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20151,15AUGU,Yes,ACTIVE,GENTNER UNIT 6H,02/27/2010,21726,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.302311,-77.306479,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20156,15AUGU,Yes,ACTIVE,GENTNER UNIT 4H,02/25/2010,16567,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.302283,-77.306507,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20164,15AUGU,Yes,ACTIVE,GENTNER UNIT 3H,03/02/2010,16420,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.302311,-77.306562,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20179,15AUGU,No,ACTIVE,TRACT 293 2400,11/11/2009,,,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.347156,-77.377397,Yes,VERTI,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
081-20182,15AUGU,Yes,ACTIVE,C O P TRACT 293 PAD A 2401,10/29/2009,16207,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.347189,-77.377367,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20183,15AUGU,Yes,ACTIVE,C O P TRACT 293 PAD A 2402,05/12/2011,20469,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.347039,-77.377494,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20184,15AUGU,Yes,ACTIVE,C O P TRACT 293 PAD A 2403,05/17/2011,24602,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.347064,-77.377475,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20185,15AUGU,Yes,ACTIVE,C O P TRACT 293 PAD A 2404,05/15/2011,15717,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.347086,-77.377456,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20186,15AUGU,Yes,ACTIVE,C O P TRACT 293 PAD A 2405,05/18/2011,19297,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.347133,-77.377417,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20189,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD A 2385,01/28/2010,40696,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302458,-77.339875,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20194,15AUGU,Yes,ACTIVE,LARRYS CREEK F&G A5H,04/05/2010,51209,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.344905,-77.267819,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20195,15AUGU,Yes,ACTIVE,LARRYS CREEK F&G A7H,09/16/2010,36950,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.345094,-77.267836,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20197,15AUGU,Yes,ACTIVE,LARRYS CREEK F&G A8H,04/05/2010,48406,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.345069,-77.267811,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20199,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD A 2386,02/17/2010,35571,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302483,-77.339889,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20200,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD A 2387,01/28/2010,50747,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302508,-77.339903,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20201,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD A 2407,01/20/2010,31838,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302433,-77.339861,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20202,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD A 2408,02/17/2010,57894,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302358,-77.339817,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20203,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD A 2409,02/17/2010,23674,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302408,-77.339847,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20204,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD A 2410,02/17/2010,67003,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302247,-77.339744,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20206,15AUGU,Yes,ACTIVE,LARRYS CREEK F & G A 4H,09/13/2010,38838,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.344931,-77.267844,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20207,15AUGU,No,RINAC,LARRYS CREEK F & G A 6H,09/16/2010,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.345011,-77.267839,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
081-20215,15AUGU,Yes,ACTIVE,GENTNER UNIT 7H,03/02/2010,24850,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.3022,-77.30634,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20219,15AUGU,Yes,ACTIVE,DOG RUN HUNTING CLUB UNIT 1H,06/07/2010,17861,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.333006,-77.291492,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20220,15AUGU,Yes,ACTIVE,DOG RUN HUNTING CLUB UNIT 2H,07/08/2010,20032,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.332894,-77.291451,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20226,15AUGU,Yes,ACTIVE,LARRYS CREEK F&G B-11H,05/15/2010,27009,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.343844,-77.258819,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20229,15AUGU,Yes,ACTIVE,SHOHOCKEN HUNT CLUB UNIT 1H,09/28/2010,18717,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.3285,-77.269233,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20230,15AUGU,Yes,ACTIVE,SHOHOCKEN HUNT CLUB UNIT 2H,09/28/2010,14015,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.328578,-77.269275,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20231,15AUGU,Yes,ACTIVE,SHOHOCKEN HUNT CLUB UNIT 3H,09/28/2010,14199,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.328425,-77.269194,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20232,15AUGU,Yes,ACTIVE,SHOHOCKEN HUNT CLUB UNIT 4H,09/28/2010,11513,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.328609,-77.269172,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20233,15AUGU,Yes,ACTIVE,SHOHOCKEN HUNT CLUB UNIT 5H,09/28/2010,7010,19,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.328456,-77.269092,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20234,15AUGU,Yes,ACTIVE,SHOHOCKEN HUNT CLUB UNIT 6H,09/28/2010,7804,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.328531,-77.269133,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20235,15AUGU,Yes,ACTIVE,OGONTZ FISHING CLUB UNIT 12H,07/19/2010,13061,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.331533,-77.2822,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20236,15AUGU,Yes,ACTIVE,OGONTZ FISHING CLUB UNIT 14H,07/20/2010,13797,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.331477,-77.282172,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20238,15AUGU,Yes,ACTIVE,OGONTZ FISHING CLUB UNIT 16H,07/22/2010,19466,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.33175,-77.282306,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20239,15AUGU,Yes,ACTIVE,OGONTZ FISHING CLUB UNIT 17H,07/23/2010,12897,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.331616,-77.282256,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20246,15AUGU,No,RINAC,OGONTZ FISHING CLUB UNIT 13H,07/21/2010,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.331588,-77.282228,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
081-20256,15AUGU,Yes,ACTIVE,COP TRACT 685 A1002H,06/06/2010,39924,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.292655,-77.38909,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20257,15AUGU,Yes,ACTIVE,COP TRACT 685 A1003H,06/06/2010,28618,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.292675,-77.38914,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20258,15AUGU,Yes,ACTIVE,COP TRACT 685 A1004H,06/06/2010,38726,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.292692,-77.389187,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20264,15AUGU,Yes,ACTIVE,LARRYS CREEK F&G B9H,05/15/2010,28694,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.343895,-77.258734,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20265,15AUGU,Yes,ACTIVE,LARRYS CREEK F&G B10H,05/15/2010,26485,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.343886,-77.258681,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20280,15AUGU,Yes,ACTIVE,COP TRACT 685 A1006H,06/06/2010,41976,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.292792,-77.389308,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20281,15AUGU,Yes,ACTIVE,COP TRACT 685 A1005H,06/06/2010,14257,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.292774,-77.38926,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20282,15AUGU,Yes,ACTIVE,COP TRACT 685 A1001H,06/06/2010,30211,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.292704,-77.389062,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20284,15AUGU,Yes,ACTIVE,LARRYS CREEK F&G A 2H,06/25/2010,58765,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.345053,-77.267836,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20313,15AUGU,Yes,ACTIVE,LONE WALNUT HUNTING CLUB UNIT 3H,03/06/2011,35613,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.305228,-77.295583,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20314,15AUGU,Yes,ACTIVE,LONE WALNUT HUNTING CLUB UNIT 7H,03/16/2011,25981,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.305289,-77.295656,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20315,15AUGU,No,RINAC,LONE WALNUT HUNTING CLUB UNIT 8H,03/17/2011,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.305233,-77.295736,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
081-20316,15AUGU,Yes,ACTIVE,LONE WALNUT HUNTING CLUB UNIT 9H,03/17/2011,26484,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.305172,-77.295664,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20317,15AUGU,Yes,ACTIVE,LONE WALNUT HUNTING CLUB UNIT 10H,01/03/2011,16669,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.305139,-77.2955,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20318,15AUGU,Yes,ACTIVE,LONE WALNUT HUNTING CLUB UNIT 11H,01/12/2011,22507,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.305111,-77.295528,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20319,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD C 2424,07/07/2011,59994,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302542,-77.317917,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20320,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD C 2425,07/07/2011,63721,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302558,-77.317844,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20321,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD C 2426,07/07/2011,40266,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302636,-77.317797,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20322,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD C 2427,07/07/2011,52621,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302503,-77.317939,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20323,15AUGU,Yes,ACTIVE,C O P TRACT 729 PAD C 2428,07/07/2011,65496,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.302583,-77.317828,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20329,15AUGU,Yes,ACTIVE,DOG RUN HUNTING CLUB UNIT 3H,09/27/2010,20333,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.332897,-77.291456,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20338,15AUGU,Yes,ACTIVE,COP TRACT 729 PAD D 2429,09/30/2011,45402,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.288156,-77.311525,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20340,15AUGU,Yes,ACTIVE,COP TRACT 729 PAD D 2431,10/01/2011,52493,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.288128,-77.311586,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20342,15AUGU,Yes,ACTIVE,COP TRACT 729 PAD D 2474,10/02/2011,66233,31,,,,,Yes,PA GEN ENERGY CO LLC,OGO-63025,LYCOMING,CUMMINGS,41.2881,-77.31165,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20351,15AUGU,Yes,ACTIVE,LARRYS CREEK F&G B 12H,10/08/2010,29221,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.343917,-77.258894,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20374,15AUGU,Yes,ACTIVE,LARRYS CREEK F&G D 20H,11/27/2011,22900,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.369633,-77.278919,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20375,15AUGU,Yes,ACTIVE,COP TRACT 356 D 1022H,10/26/2010,52445,31,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.337078,-77.318375,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20385,15AUGU,Yes,ACTIVE,OGONTZ FISHING CLUB 9H,11/04/2010,15489,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.323064,-77.2915,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20386,15AUGU,No,RINAC,OGONTZ FISHING CLUB 8H,11/03/2010,,,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.323106,-77.291547,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
081-20387,15AUGU,Yes,ACTIVE,OGONTZ FISHING CLUB 7H,11/02/2010,15281,31,,,,,No,RANGE RESOURCES APPALACHIA LLC,OGO-60915,LYCOMING,CUMMINGS,41.323147,-77.291594,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
081-20390,15AUGU,No,ACTIVE,COP TRACT 356 D1020H,11/10/2010,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.337047,-77.318411,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
081-20391,15AUGU,No,ACTIVE,COP TRACT 356 D1021H,11/12/2010,,,,,,,No,ANADARKO E&P ONSHORE LLC,OGO-65860,LYCOMING,CUMMINGS,41.337017,-77.31845,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
