DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
10X397,English Language Learners and International Suppor,2017-18,350,0,0,0,0,0,0,0,0,0,0,113,103,67,67,145,41.4,205,58.6,10,2.9,62,17.7,258,73.7,5,1.4,15,4.3,2,0.6,289,82.6,323,92.3,98.7%
10X433,High School for Teaching and the Professions,2017-18,447,0,0,0,0,0,0,0,0,0,0,130,117,98,102,237,53,210,47,11,2.5,72,16.1,344,77,4,0.9,16,3.6,113,25.3,97,21.7,402,89.9,91.9%
10X434,Belmont Preparatory High School,2017-18,402,0,0,0,0,0,0,0,0,0,0,121,106,75,100,215,53.5,187,46.5,11,2.7,89,22.1,292,72.6,5,1.2,5,1.2,90,22.4,49,12.2,353,87.8,84.5%
10X437,Fordham High School for the Arts,2017-18,356,0,0,0,0,0,0,0,0,0,0,131,73,72,80,261,73.3,95,26.7,5,1.4,120,33.7,217,61,7,2,7,2,67,18.8,15,4.2,316,88.8,80.2%
10X438,Fordham Leadership Academy,2017-18,342,0,0,0,0,0,0,0,0,0,0,128,89,67,58,135,39.5,206,60.2,10,2.9,88,25.7,234,68.4,3,0.9,7,2,82,24,74,21.6,288,84.2,89.5%
10X439,Bronx High School for Law and Community Service,2017-18,409,0,0,0,0,0,0,0,0,0,0,120,129,82,78,228,55.7,181,44.3,7,1.7,111,27.1,274,67,6,1.5,11,2.7,97,23.7,55,13.4,370,90.5,88.4%
10X440,DeWitt Clinton High School,2017-18,1203,0,0,0,0,0,0,0,0,0,0,381,400,227,195,532,44.2,671,55.8,128,10.6,394,32.8,611,50.8,24,2,46,3.8,185,15.4,235,19.5,1070,88.9,84.3%
10X442,"Celia Cruz Bronx High School of Music, The",2017-18,427,0,0,0,0,0,0,0,0,0,0,131,106,103,87,272,63.7,155,36.3,8,1.9,96,22.5,299,70,19,4.4,5,1.2,93,21.8,31,7.3,373,87.4,80.7%
10X445,The Bronx High School of Science,2017-18,2995,0,0,0,0,0,0,0,0,0,0,763,767,748,717,1229,41,1766,59,1965,65.6,76,2.5,186,6.2,70,2.3,698,23.3,36,1.2,0,0,1324,44.2,39.5%
10X447,Creston Academy,2017-18,460,0,0,0,0,0,0,0,136,167,157,0,0,0,0,237,51.5,223,48.5,7,1.5,45,9.8,398,86.5,4,0.9,6,1.3,84,18.3,161,35,422,91.7,94.6%
10X459,East Fordham Academy for the Arts,2017-18,278,0,0,0,0,0,0,0,86,92,100,0,0,0,0,137,49.3,141,50.7,5,1.8,36,12.9,226,81.3,8,2.9,3,1.1,77,27.7,86,30.9,256,92.1,95.3%
10X477,Marble Hill High School for International Studies,2017-18,437,0,0,0,0,0,0,0,0,0,0,101,124,125,87,226,51.7,211,48.3,56,12.8,79,18.1,281,64.3,5,1.1,16,3.7,54,12.4,140,32,396,90.6,86.5%
10X524,Crotona International High School,2017-18,335,0,0,0,0,0,0,0,0,0,0,86,96,84,69,172,51.3,163,48.7,9,2.7,27,8.1,285,85.1,3,0.9,11,3.3,13,3.9,285,85.1,264,78.8,99.1%
10X535,Rose Hill Pre-K Center,2017-18,334,334,0,0,0,0,0,0,0,0,0,0,0,0,0,174,52.1,160,47.9,3,0.9,57,17.1,261,78.1,3,0.9,10,3,17,5.1,0,0,264,79,85.2%
10X546,Bronx Theatre High School,2017-18,389,0,0,0,0,0,0,0,0,0,0,126,117,93,53,279,71.7,110,28.3,6,1.5,112,28.8,256,65.8,7,1.8,8,2.1,95,24.4,31,8,332,85.3,89.9%
10X549,Discovery High School,2017-18,456,0,0,0,0,0,0,0,0,0,0,113,117,122,104,209,45.8,247,54.2,16,3.5,87,19.1,336,73.7,6,1.3,11,2.4,129,28.3,85,18.6,407,89.3,90.7%
10X565,High School for Energy and Technology,2017-18,410,0,0,0,0,0,0,0,0,0,0,120,104,96,90,81,19.8,329,80.2,11,2.7,106,25.9,282,68.8,9,2.2,2,0.5,109,26.6,50,12.2,337,82.2,88.1%
10X696,High School of American Studies at Lehman College,2017-18,400,0,0,0,0,0,0,0,0,0,0,96,112,101,91,199,49.8,199,49.8,88,22,14,3.5,46,11.5,18,4.5,234,58.5,9,2.3,0,0,81,20.3,24.1%
11X016,P.S. 016 Wakefield,2017-18,356,31,39,39,53,66,58,70,0,0,0,0,0,0,0,167,46.9,189,53.1,21,5.9,168,47.2,125,35.1,33,9.3,9,2.5,96,27,33,9.3,345,96.9,84.2%
11X019,P.S. 019 Judith K. Weiss,2017-18,511,0,50,53,61,64,60,61,58,58,46,0,0,0,0,244,47.7,267,52.3,15,2.9,35,6.8,143,28,11,2.2,307,60.1,82,16,48,9.4,305,59.7,42.9%
11X021,P.S. 021 Philip H. Sheridan,2017-18,707,0,105,109,110,130,142,111,0,0,0,0,0,0,0,308,43.6,399,56.4,17,2.4,458,64.8,196,27.7,25,3.5,11,1.6,132,18.7,71,10,646,91.4,87.9%
11X041,P.S. 041 Gun Hill Road,2017-18,920,0,128,143,156,145,174,174,0,0,0,0,0,0,0,462,50.2,458,49.8,21,2.3,454,49.3,421,45.8,5,0.5,19,2.1,171,18.6,109,11.8,906,98.5,90.3%
11X068,P.S. 068 Bronx,2017-18,681,17,90,104,113,113,125,119,0,0,0,0,0,0,0,327,48,354,52,10,1.5,521,76.5,134,19.7,10,1.5,6,0.9,164,24.1,5,0.7,473,69.5,72.6%
11X076,P.S. 076 The Bennington School,2017-18,956,0,135,157,157,170,168,169,0,0,0,0,0,0,0,450,47.1,506,52.9,39,4.1,433,45.3,405,42.4,15,1.6,64,6.7,156,16.3,138,14.4,727,76,81.5%
11X078,P.S. 078 Anne Hutchinson,2017-18,824,36,130,129,116,148,134,131,0,0,0,0,0,0,0,394,47.8,430,52.2,13,1.6,593,72,191,23.2,5,0.6,22,2.7,131,15.9,50,6.1,689,83.6,81.2%
11X083,P.S. 083 Donald Hertz,2017-18,1698,0,136,139,174,192,197,193,218,220,229,0,0,0,0,826,48.6,872,51.4,153,9,114,6.7,818,48.2,19,1.1,594,35,320,18.8,297,17.5,1086,64,70.6%
11X087,P.S. 087 Bronx,2017-18,594,0,83,88,102,104,116,101,0,0,0,0,0,0,0,271,45.6,323,54.4,35,5.9,415,69.9,101,17,35,5.9,8,1.3,121,20.4,16,2.7,500,84.2,72.5%
11X089,P.S. 089 Bronx,2017-18,1548,54,142,143,179,164,179,170,185,174,158,0,0,0,0,780,50.4,768,49.6,142,9.2,292,18.9,844,54.5,24,1.6,246,15.9,264,17.1,322,20.8,1193,77.1,83.3%
11X096,P.S. 096 Richard Rodgers,2017-18,952,0,141,161,159,154,175,162,0,0,0,0,0,0,0,481,50.5,471,49.5,34,3.6,198,20.8,613,64.4,12,1.3,95,10,185,19.4,93,9.8,778,81.7,86.0%
11X097,P.S. 097 Bronx,2017-18,659,0,87,108,112,107,115,130,0,0,0,0,0,0,0,336,51,323,49,117,17.8,178,27,244,37,14,2.1,106,16.1,136,20.6,59,9,525,79.7,64.8%
11X103,P.S. 103 Hector Fontanez,2017-18,1129,0,163,170,191,212,174,219,0,0,0,0,0,0,0,549,48.6,580,51.4,26,2.3,557,49.3,483,42.8,37,3.3,26,2.3,235,20.8,200,17.7,1004,88.9,87.5%
11X105,P.S. 105 Sen Abraham Bernstein,2017-18,1101,0,147,164,176,179,179,256,0,0,0,0,0,0,0,537,48.8,564,51.2,89,8.1,125,11.4,690,62.7,22,2,175,15.9,202,18.3,290,26.3,1004,91.2,86.7%
11X106,P.S. 106 Parkchester,2017-18,1100,52,178,177,163,198,165,167,0,0,0,0,0,0,0,521,47.4,579,52.6,379,34.5,291,26.5,376,34.2,17,1.5,37,3.4,190,17.3,166,15.1,813,73.9,77.2%
11X108,P.S. 108 Philip J. Abinanti,2017-18,614,17,92,109,102,89,97,108,0,0,0,0,0,0,0,275,44.8,339,55.2,66,10.7,36,5.9,260,42.3,12,2,240,39.1,92,15,73,11.9,477,77.7,60.1%
11X111,P.S. 111 Seton Falls,2017-18,677,49,97,113,113,108,90,107,0,0,0,0,0,0,0,348,51.4,329,48.6,9,1.3,411,60.7,243,35.9,6,0.9,8,1.2,183,27,43,6.4,622,91.9,85.9%
11X112,P.S. 112 Bronxwood,2017-18,432,51,76,55,63,61,64,62,0,0,0,0,0,0,0,209,48.4,223,51.6,2,0.5,210,48.6,209,48.4,0,0,11,2.5,97,22.5,20,4.6,420,97.2,92.0%
11X121,P.S. 121 Throop,2017-18,917,36,124,131,136,160,161,169,0,0,0,0,0,0,0,451,49.2,466,50.8,67,7.3,513,55.9,275,30,9,1,53,5.8,160,17.4,57,6.2,621,67.7,73.9%
11X127,J.H.S. 127 The Castle Hill,2017-18,806,0,0,0,0,0,0,0,234,289,283,0,0,0,0,405,50.2,401,49.8,255,31.6,176,21.8,339,42.1,14,1.7,22,2.7,143,17.7,137,17,618,76.7,78.1%
11X144,J.H.S. 144 Michelangelo,2017-18,492,0,0,0,0,0,0,0,144,171,177,0,0,0,0,230,46.7,262,53.3,14,2.8,296,60.2,160,32.5,2,0.4,20,4.1,136,27.6,52,10.6,374,76,76.5%
11X153,P.S. 153 Helen Keller,2017-18,649,18,79,91,116,117,109,119,0,0,0,0,0,0,0,317,48.8,332,51.2,74,11.4,377,58.1,159,24.5,12,1.8,27,4.2,77,11.9,13,2,419,64.6,49.3%
11X160,P.S. 160 Walt Disney,2017-18,410,53,52,70,64,55,56,60,0,0,0,0,0,0,0,191,46.6,219,53.4,7,1.7,256,62.4,129,31.5,12,2.9,6,1.5,92,22.4,19,4.6,292,71.2,56.9%
11X169,Baychester Academy,2017-18,409,36,50,53,65,65,65,75,0,0,0,0,0,0,0,220,53.8,189,46.2,5,1.2,300,73.3,86,21,13,3.2,5,1.2,67,16.4,22,5.4,350,85.6,71.0%
11X175,P.S. 175 City Island,2017-18,332,0,29,37,41,36,26,43,25,51,44,0,0,0,0,170,51.2,162,48.8,12,3.6,30,9,119,35.8,9,2.7,162,48.8,59,17.8,10,3,170,51.2,35.8%
11X178,P.S. 178 - Dr. Selman Waksman,2017-18,435,0,53,66,64,72,90,90,0,0,0,0,0,0,0,205,47.1,230,52.9,14,3.2,257,59.1,142,32.6,6,1.4,16,3.7,100,23,21,4.8,350,80.5,58.8%
11X180,M.S. 180 Dr. Daniel Hale Williams,2017-18,968,0,0,0,0,0,0,0,358,307,303,0,0,0,0,529,54.6,439,45.4,28,2.9,674,69.6,217,22.4,24,2.5,25,2.6,169,17.5,19,2,725,74.9,57.6%
11X181,I.S. 181 Pablo Casals,2017-18,883,0,0,0,0,0,0,0,299,295,289,0,0,0,0,412,46.7,471,53.3,44,5,521,59,259,29.3,27,3.1,32,3.6,207,23.4,30,3.4,720,81.5,60.5%
11X189,Cornerstone Academy for Social Action,2017-18,373,33,42,59,53,66,62,58,0,0,0,0,0,0,0,186,49.9,187,50.1,2,0.5,184,49.3,165,44.2,11,2.9,11,2.9,68,18.2,16,4.3,329,88.2,78.9%
11X194,P.S./M.S. 194,2017-18,1326,0,120,115,129,132,159,151,191,167,162,0,0,0,0,648,48.9,678,51.1,481,36.3,79,6,659,49.7,32,2.4,75,5.7,191,14.4,260,19.6,1062,80.1,83.7%
11X249,Bronx Health Sciences High School,2017-18,315,0,0,0,0,0,0,0,0,0,0,112,68,58,77,172,54.6,142,45.1,26,8.3,155,49.2,103,32.7,18,5.7,13,4.1,35,11.1,22,7,224,71.1,70.2%
11X253,Bronx High School for Writing and Communication Ar,2017-18,338,0,0,0,0,0,0,0,0,0,0,87,94,84,73,159,47,179,53,16,4.7,159,47,146,43.2,7,2.1,10,3,72,21.3,46,13.6,229,67.8,79.1%
11X265,Bronx Lab School,2017-18,399,0,0,0,0,0,0,0,0,0,0,120,103,102,74,152,38.1,247,61.9,7,1.8,134,33.6,236,59.1,10,2.5,12,3,108,27.1,59,14.8,334,83.7,88.1%
11X270,Academy for Scholarship and Entrepreneurship: A Co,2017-18,377,0,0,0,0,0,0,0,0,0,0,96,95,93,93,198,52.5,179,47.5,10,2.7,235,62.3,118,31.3,7,1.9,7,1.9,91,24.1,28,7.4,299,79.3,80.7%
11X275,High School of Computers and Technology,2017-18,569,0,0,0,0,0,0,0,0,0,0,212,172,83,102,74,13,495,87,39,6.9,204,35.9,306,53.8,8,1.4,12,2.1,145,25.5,46,8.1,432,75.9,82.2%
11X287,North Bronx School of Empowerment,2017-18,568,0,0,0,0,0,0,0,191,196,181,0,0,0,0,258,45.4,310,54.6,16,2.8,336,59.2,188,33.1,14,2.5,14,2.5,151,26.6,79,13.9,493,86.8,84.8%
11X288,Collegiate Institute for Math and Science,2017-18,616,0,0,0,0,0,0,0,0,0,0,157,153,157,149,279,45.3,337,54.7,80,13,211,34.3,248,40.3,13,2.1,64,10.4,104,16.9,14,2.3,436,70.8,70.6%
11X290,Bronx Academy of Health Careers,2017-18,395,0,0,0,0,0,0,0,0,0,0,136,93,91,75,265,67.1,130,32.9,17,4.3,148,37.5,213,53.9,7,1.8,10,2.5,92,23.3,55,13.9,317,80.3,85.7%
11X299,Astor Collegiate Academy,2017-18,476,0,0,0,0,0,0,0,0,0,0,165,149,92,70,210,44.1,266,55.9,34,7.1,142,29.8,239,50.2,13,2.7,48,10.1,116,24.4,30,6.3,352,73.9,73.2%
11X326,Bronx Green Middle School,2017-18,395,0,0,0,0,0,0,0,123,137,135,0,0,0,0,186,47.1,209,52.9,26,6.6,85,21.5,228,57.7,3,0.8,53,13.4,85,21.5,76,19.2,370,93.7,84.3%
11X355,Bronx Alliance Middle School,2017-18,339,0,0,0,0,0,0,0,109,101,129,0,0,0,0,158,46.6,181,53.4,14,4.1,214,63.1,104,30.7,4,1.2,3,0.9,71,20.9,18,5.3,278,82,82.0%
11X357,Young Voices Academy of the Bronx,2017-18,347,34,68,62,65,64,54,0,0,0,0,0,0,0,0,151,43.5,196,56.5,38,11,27,7.8,229,66,3,0.9,50,14.4,45,13,70,20.2,293,84.4,77.1%
11X370,Leaders of Tomorrow,2017-18,400,0,0,0,0,0,0,0,139,131,130,0,0,0,0,171,42.8,229,57.2,8,2,226,56.5,145,36.3,10,2.5,11,2.7,131,32.7,53,13.2,381,95.2,86.2%
11X418,Bronx High School for the Visual Arts,2017-18,441,0,0,0,0,0,0,0,0,0,0,157,115,95,74,219,49.7,222,50.3,13,2.9,110,24.9,270,61.2,5,1.1,43,9.8,146,33.1,26,5.9,362,82.1,80.3%
11X455,Harry S Truman High School,2017-18,2000,0,0,0,0,0,0,0,0,0,0,684,522,379,415,823,41.2,1177,58.9,56,2.8,1031,51.6,819,41,36,1.8,58,2.9,565,28.2,147,7.3,1449,72.5,73.4%
11X462,Cornerstone Academy for Social Action Middle Schoo,2017-18,267,0,0,0,0,0,0,0,86,87,94,0,0,0,0,124,46.4,143,53.6,0,0,171,64,87,32.6,2,0.7,7,2.6,66,24.7,6,2.2,218,81.6,71.3%
11X468,Pelham Academy of Academics and Community Engageme,2017-18,323,0,0,0,0,0,0,0,119,103,101,0,0,0,0,151,46.7,172,53.3,24,7.4,45,13.9,202,62.5,2,0.6,50,15.5,69,21.4,44,13.6,285,88.2,79.4%
11X481,The STEAM Bridge School,2017-18,164,0,63,58,43,0,0,0,0,0,0,0,0,0,0,83,50.6,81,49.4,12,7.3,24,14.6,103,62.8,2,1.2,23,14,24,14.6,47,28.7,143,87.2,84.8%
11X483,The Matilda Avenue School,2017-18,125,0,47,45,33,0,0,0,0,0,0,0,0,0,0,57,45.6,68,54.4,7,5.6,57,45.6,42,33.6,8,6.4,11,8.8,13,10.4,9,7.2,105,84,75.8%
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,2017-18,636,0,52,57,61,61,62,62,95,91,95,0,0,0,0,301,47.3,335,52.7,47,7.4,76,11.9,404,63.5,7,1.1,102,16,141,22.2,43,6.8,478,75.2,69.2%
11X508,Bronxdale High School,2017-18,453,0,0,0,0,0,0,0,0,0,0,123,142,97,91,208,45.9,245,54.1,23,5.1,129,28.5,262,57.8,5,1.1,34,7.5,109,24.1,38,8.4,392,86.5,76.4%
11X509,High School of Language and Innovation,2017-18,363,0,0,0,0,0,0,0,0,0,0,103,94,96,70,160,44.1,203,55.9,58,16,25,6.9,208,57.3,7,1.9,65,17.9,12,3.3,286,78.8,353,97.2,97.5%
11X513,New World High School,2017-18,403,0,0,0,0,0,0,0,0,0,0,124,105,99,75,204,50.6,199,49.4,40,9.9,49,12.2,264,65.5,10,2.5,40,9.9,18,4.5,265,65.8,389,96.5,96.2%
11X514,The Bronxwood Preparatory Academy,2017-18,405,0,0,0,0,0,0,0,0,0,0,126,126,88,65,213,52.6,192,47.4,13,3.2,258,63.7,111,27.4,9,2.2,14,3.5,89,22,42,10.4,282,69.6,76.0%
11X529,One World Middle School at Edenwald,2017-18,332,0,0,0,0,0,0,0,102,110,120,0,0,0,0,146,44,186,56,10,3,194,58.4,107,32.2,15,4.5,6,1.8,77,23.2,23,6.9,270,81.3,71.5%
11X532,Baychester Middle School,2017-18,300,0,0,0,0,0,0,0,92,100,108,0,0,0,0,129,43,171,57,5,1.7,204,68,80,26.7,9,3,2,0.7,65,21.7,12,4,259,86.3,76.3%
11X534,District 11 Pre-K Center,2017-18,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,76,54.7,63,45.3,24,17.3,27,19.4,72,51.8,5,3.6,11,7.9,3,2.2,0,0,101,72.7,79.7%
11X542,Pelham Preparatory Academy,2017-18,501,0,0,0,0,0,0,0,0,0,0,128,125,122,126,264,52.7,237,47.3,32,6.4,141,28.1,266,53.1,15,3,47,9.4,116,23.2,20,4,362,72.3,69.7%
11X544,High School for Contemporary Arts,2017-18,446,0,0,0,0,0,0,0,0,0,0,111,106,119,110,231,51.8,215,48.2,10,2.2,171,38.3,249,55.8,6,1.3,10,2.2,115,25.8,69,15.5,337,75.6,83.2%
11X545,Bronx Aerospace High School,2017-18,346,0,0,0,0,0,0,0,0,0,0,84,107,76,79,85,24.6,261,75.4,22,6.4,140,40.5,166,48,8,2.3,10,2.9,96,27.7,50,14.5,261,75.4,83.3%
11X556,Bronx Park Middle School,2017-18,406,0,0,0,0,0,0,0,122,137,147,0,0,0,0,200,49.3,206,50.7,38,9.4,71,17.5,237,58.4,5,1.2,55,13.5,77,19,80,19.7,359,88.4,86.0%
11X566,Pelham Gardens Middle School,2017-18,451,0,0,0,0,0,0,0,132,158,161,0,0,0,0,224,49.7,227,50.3,16,3.5,266,59,138,30.6,12,2.7,19,4.2,114,25.3,30,6.7,345,76.5,75.4%
11X567,Linden Tree Elementary School,2017-18,407,19,55,71,64,69,50,79,0,0,0,0,0,0,0,200,49.1,207,50.9,67,16.5,61,15,257,63.1,9,2.2,13,3.2,86,21.1,115,28.3,309,75.9,81.3%
12X006,P.S. 006 West Farms,2017-18,529,53,74,69,95,77,86,75,0,0,0,0,0,0,0,258,48.8,271,51.2,4,0.8,112,21.2,405,76.6,3,0.6,5,0.9,118,22.3,64,12.1,522,98.7,96.2%
12X044,P.S. 044 David C. Farragut,2017-18,275,26,50,51,46,39,28,35,0,0,0,0,0,0,0,127,46.2,148,53.8,0,0,110,40,161,58.5,2,0.7,2,0.7,55,20,46,16.7,264,96,96.8%
12X047,P.S. 047 John Randolph,2017-18,1075,0,139,177,192,178,202,187,0,0,0,0,0,0,0,541,50.3,534,49.7,151,14,169,15.7,698,64.9,28,2.6,29,2.7,196,18.2,285,26.5,1043,97,91.0%
12X057,P.S. 057 Crescent,2017-18,509,33,74,62,89,84,89,78,0,0,0,0,0,0,0,249,48.9,260,51.1,3,0.6,112,22,362,71.1,24,4.7,8,1.6,114,22.4,79,15.5,449,88.2,93.2%
12X061,P.S. 061 Francisco Oller,2017-18,292,36,41,40,39,34,50,52,0,0,0,0,0,0,0,139,47.6,153,52.4,3,1,58,19.9,228,78.1,3,1,0,0,45,15.4,32,11,284,97.3,94.5%
12X066,P.S. 066 School of Higher Expectations,2017-18,669,62,100,85,107,107,103,105,0,0,0,0,0,0,0,328,49,341,51,6,0.9,179,26.8,468,70,6,0.9,10,1.5,139,20.8,100,14.9,592,88.5,93.4%
12X067,P.S. 067 Mohegan School,2017-18,533,44,61,88,79,85,96,80,0,0,0,0,0,0,0,246,46.2,287,53.8,1,0.2,133,25,389,73,7,1.3,3,0.6,111,20.8,56,10.5,480,90.1,95.5%
12X092,P.S. 092 Bronx,2017-18,421,35,52,67,60,59,68,80,0,0,0,0,0,0,0,211,50.1,210,49.9,7,1.7,87,20.7,313,74.3,4,1,10,2.4,92,21.9,95,22.6,395,93.8,96.2%
12X098,J.H.S. 098 Herman Ridder,2017-18,240,0,0,0,0,0,0,0,82,86,72,0,0,0,0,144,60,96,40,8,3.3,65,27.1,162,67.5,2,0.8,3,1.3,51,21.3,70,29.2,229,95.4,93.0%
12X129,M.S. 129 Academy for Independent Learning and Lead,2017-18,517,0,0,0,0,0,0,0,169,179,169,0,0,0,0,244,47.2,273,52.8,14,2.7,149,28.8,342,66.2,7,1.4,5,1,152,29.4,66,12.8,480,92.8,93.6%
12X134,P.S. 134 George F. Bristow,2017-18,651,51,91,99,104,107,101,98,0,0,0,0,0,0,0,294,45.2,357,54.8,6,0.9,262,40.2,352,54.1,12,1.8,19,2.9,125,19.2,93,14.3,608,93.4,92.8%
12X150,P.S. 150 Charles James Fox,2017-18,857,35,111,130,134,143,138,166,0,0,0,0,0,0,0,406,47.4,451,52.6,5,0.6,172,20.1,657,76.7,3,0.4,20,2.3,208,24.3,197,23,805,93.9,93.5%
12X190,E.S.M.T- I.S. 190,2017-18,241,0,0,0,0,0,0,0,77,86,78,0,0,0,0,121,50.2,120,49.8,4,1.7,53,22,177,73.4,5,2.1,2,0.8,58,24.1,22,9.1,220,91.3,89.3%
12X195,P.S. 195,2017-18,964,36,120,160,162,150,156,180,0,0,0,0,0,0,0,463,48,501,52,18,1.9,156,16.2,764,79.3,23,2.4,3,0.3,195,20.2,308,32,900,93.4,95.8%
12X196,P.S. 196,2017-18,934,18,120,139,166,170,157,164,0,0,0,0,0,0,0,455,48.7,479,51.3,13,1.4,142,15.2,747,80,24,2.6,8,0.9,171,18.3,304,32.5,839,89.8,94.3%
12X211,P.S. 211,2017-18,598,29,56,63,54,57,59,57,61,77,85,0,0,0,0,314,52.5,284,47.5,1,0.2,83,13.9,509,85.1,2,0.3,3,0.5,117,19.6,121,20.2,551,92.1,94.8%
12X212,P.S. 212,2017-18,437,30,34,37,31,36,44,29,70,64,62,0,0,0,0,217,49.7,220,50.3,2,0.5,151,34.6,277,63.4,4,0.9,3,0.7,59,13.5,92,21.1,426,97.5,93.2%
12X214,P.S. 214,2017-18,1078,64,73,89,86,122,105,79,150,163,147,0,0,0,0,530,49.2,548,50.8,28,2.6,270,25,749,69.5,20,1.9,11,1,200,18.6,129,12,942,87.4,90.6%
12X217,School of Performing Arts,2017-18,300,0,0,0,0,0,0,0,113,92,95,0,0,0,0,173,57.7,127,42.3,6,2,94,31.3,190,63.3,7,2.3,3,1,98,32.7,55,18.3,289,96.3,94.6%
12X242,Mott Hall V,2017-18,682,0,0,0,0,0,0,0,102,102,94,110,97,89,88,335,49.1,347,50.9,19,2.8,113,16.6,529,77.6,13,1.9,8,1.2,184,27,86,12.6,578,84.8,87.9%
12X248,"Metropolitan High School, The",2017-18,411,0,0,0,0,0,0,0,0,0,0,111,138,82,80,181,44,230,56,7,1.7,104,25.3,293,71.3,3,0.7,4,1,119,29,102,24.8,392,95.4,93.0%
12X251,Explorations Academy H.S.,2017-18,351,0,0,0,0,0,0,0,0,0,0,57,93,99,102,144,41,207,59,6,1.7,105,29.9,235,67,2,0.6,3,0.9,90,25.6,73,20.8,327,93.2,93.4%
12X267,Bronx Latin,2017-18,579,0,0,0,0,0,0,0,76,79,84,88,90,85,77,274,47.3,305,52.7,8,1.4,110,19,450,77.7,4,0.7,7,1.2,148,25.6,84,14.5,546,94.3,90.2%
12X271,East Bronx Academy for the Future,2017-18,671,0,0,0,0,0,0,0,87,92,89,104,108,91,100,345,51.4,326,48.6,12,1.8,173,25.8,470,70,10,1.5,6,0.9,194,28.9,101,15.1,616,91.8,92.4%
12X273,Frederick Douglass Academy V. Middle School,2017-18,224,0,0,0,0,0,0,0,69,82,73,0,0,0,0,118,52.7,106,47.3,4,1.8,83,37.1,132,58.9,3,1.3,2,0.9,56,25,25,11.2,199,88.8,91.9%
12X286,Fannie Lou Hamer Middle School,2017-18,276,0,0,0,0,0,0,0,95,94,87,0,0,0,0,140,50.7,136,49.3,1,0.4,65,23.6,203,73.6,0,0,7,2.5,64,23.2,53,19.2,240,87,92.4%
12X300,The School of Science and Applied Learning,2017-18,614,18,96,87,107,100,109,97,0,0,0,0,0,0,0,307,50,307,50,3,0.5,222,36.2,377,61.4,2,0.3,10,1.6,176,28.7,86,14,549,89.4,93.2%
12X314,Fairmont Neighborhood School,2017-18,317,31,46,42,49,49,57,43,0,0,0,0,0,0,0,161,50.8,156,49.2,0,0,114,36,193,60.9,1,0.3,9,2.8,89,28.1,43,13.6,309,97.5,93.7%
12X316,Kappa III,2017-18,385,0,0,0,0,0,0,0,126,131,128,0,0,0,0,165,42.9,220,57.1,7,1.8,104,27,266,69.1,3,0.8,5,1.3,101,26.2,34,8.8,347,90.1,89.9%
12X318,"I.S. X318 Math, Science & Technology Through Arts",2017-18,256,0,0,0,0,0,0,0,59,96,101,0,0,0,0,114,44.5,142,55.5,5,2,67,26.2,181,70.7,1,0.4,2,0.8,69,27,45,17.6,252,98.4,93.4%
12X321,Crotona Academy High School,2017-18,128,0,0,0,0,0,0,0,0,0,0,10,32,32,54,70,54.7,58,45.3,1,0.8,49,38.3,75,58.6,0,0,3,2.3,53,41.4,17,13.3,109,85.2,89.1%
12X341,Accion Academy,2017-18,151,0,0,0,0,0,0,0,49,48,54,0,0,0,0,72,47.7,79,52.3,1,0.7,37,24.5,110,72.8,0,0,3,2,44,29.1,23,15.2,137,90.7,92.6%
12X372,Urban Assembly School for Wildlife Conservation,2017-18,473,0,0,0,0,0,0,0,47,59,71,98,65,70,63,224,47.4,249,52.6,13,2.7,118,24.9,328,69.3,4,0.8,10,2.1,136,28.8,62,13.1,395,83.5,89.9%
12X383,Emolior Academy,2017-18,259,0,0,0,0,0,0,0,84,91,84,0,0,0,0,118,45.6,141,54.4,9,3.5,64,24.7,163,62.9,15,5.8,8,3.1,73,28.2,51,19.7,236,91.1,90.8%
12X384,Entrada Academy,2017-18,249,0,0,0,0,0,0,0,93,84,72,0,0,0,0,103,41.4,146,58.6,8,3.2,39,15.7,196,78.7,3,1.2,3,1.2,57,22.9,101,40.6,243,97.6,93.1%
12X388,Pan American International High School at Monroe,2017-18,478,0,0,0,0,0,0,0,0,0,0,133,133,167,45,235,49.2,243,50.8,0,0,1,0.2,476,99.6,1,0.2,0,0,11,2.3,402,84.1,448,93.7,99.1%
12X446,Arturo A. Schomburg Satellite Academy Bronx,2017-18,181,0,0,0,0,0,0,0,0,0,0,0,90,53,38,97,53.6,84,46.4,0,0,71,39.2,104,57.5,2,1.1,4,2.2,29,16,20,11,155,85.6,87.6%
12X458,Samara Community School,2017-18,208,32,46,48,43,39,0,0,0,0,0,0,0,0,0,111,53.4,97,46.6,1,0.5,24,11.5,180,86.5,0,0,3,1.4,32,15.4,34,16.3,198,95.2,85.4%
