Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Benin,BEN,0.807987123706534,1.76635178973122,2.99874139765447,3.14039322895717,5.9267324249123,7.46993476129776,12.84824585829,24.2676134750108,41.6856504075698,56.2718215668575,76.9074335226348,82.0776716392543,86.4190330922711,96.2316372982386,84.1904779680816,88.1051181018976
Bermuda,BMU,20.3036171674892,20.7281998662998,46.432440798638,61.6617851086789,75.3093060785368,80.9458007062797,92.3720086685213,106.330518399803,122.243713733075,132.186678693063,137.907311276503,,144.035201570142,150.228608752449,95.3656503478568,61.2873570633679
Bhutan,BTN,0,0,0,0.36170629128344,2.98899547386933,5.48246448962063,12.2098454690968,21.753731669185,36.1550752550111,47.4398775015466,54.1910090278036,65.3858827024618,74.4906483285456,71.1587911017686,80.4350065941312,85.8215665505864
Bolivia,BOL,6.98626010730604,9.1794088655456,11.8258661823838,14.5151309472193,20.0807427422358,26.5347229915941,30.9817895165681,34.4694095521829,52.4862094271216,66.2420015354429,72.3847331008862,82.8833966059699,92.7161177005107,100.244609175306,98.9413338693349,94.7609188318
Bosnia and Herzegovina,BIH,2.47924844678613,11.7920315733315,19.830992420958,28.4392631653872,37.221215951077,42.1619556105598,49.9493579519657,64.9291202967674,84.4679786555369,86.9394359253726,83.5616015114114,85.9690717876637,92.0328107011677,96.7633832908137,97.902020245642,97.3856894914848
Botswana,BWA,12.8556881169214,18.933122879195,18.6670097468866,24.6615519589168,28.5809558690887,30.3786077769132,43.6818491082337,60.162587611666,76.3372587986442,94.6572068436402,117.298668993372,141.383896079585,147.499347872389,152.538234546562,157.269642294726,157.311774368696
Brazil,BRA,13.228644079629,16.1719609833257,19.3620684503365,25.4124944571976,35.5123674356966,46.122166255065,52.8635235870118,63.3315358004235,78.0610223715034,86.9107562373934,100.067942853124,117.95330092774,123.81456217733,133.93687626919,137.468531957737,125.175585210072
British Virgin Islands,VGB,,,37.1591806400669,,,,,83.7006186567466,89.8297141071708,177.831133966045,174.566558918601,167.008350955163,170.833771791364,183.803689427313,185.088549411924,189.93457974961
Brunei Darussalam,BRN,28.5078966873824,42.0455313906685,44.2956522240513,50.1897342588479,56.3118354041327,63.7806100372989,81.4044564483457,97.6722224593453,105.169386054655,107.5852328987,111.949200076159,112.473700106342,117.509030689334,115.552258229895,109.800730622,110.97901528469
Bulgaria,BGR,9.22755257173015,19.5446820433297,33.0221154459791,44.8606148658597,61.0818770998897,81.2742662677128,108.242103334588,130.798780327448,138.862215260552,140.219687957264,137.751610825177,142.397766350702,147.471507306799,144.324532100327,131.35885529853,128.105415947511
Burkina Faso,BFA,0.217480411256362,0.637828666658797,0.903051305203732,1.88147871042523,3.03853960636715,4.72028985399268,7.35116052097677,13.0370141890754,20.5868373583006,25.2532857753588,36.5765500088849,47.7685975491459,60.2014058594131,65.8412017813444,71.0474658303033,79.7702884229721
Burundi,BDI,0.254971873415214,0.509714332085233,0.771333794848054,0.920451026755929,1.40007916517634,2.06108101139535,2.60574843739781,3.40068666161266,5.85202813742958,10.8463380567228,19.140440268144,21.1708332651445,24.1115442433295,26.4248109359548,32.2818923571972,49.0005265082697
Cabo Verde,CPV,4.53457877764728,7.10071306871963,9.49976332983858,11.592382434309,14.0656539737932,17.2201185501731,22.641250428977,31.2911409059325,56.4687842545498,58.4794038992843,74.0212666008472,78.0269137731835,82.7485169627553,96.0300400303015,116.514986598586,114.740679998424
Cambodia,KHM,1.07425277440075,1.80172131799843,3.00758330471512,3.8775631511841,6.59477254618006,8.00289309860491,12.7771079111052,18.8884696029954,30.524817209513,44.4847939789107,56.9635341756157,94.6286138163417,129.290710222316,134.892694332015,133.928775132131,134.36675756325
Cameroon,CMR,0.676164840737676,2.66269106536803,4.36128052135402,6.52180942727855,9.02683347051647,12.9299954450988,17.5196800904961,24.658353242761,32.5852350620468,41.1892608383021,43.2470602255978,51.1032435112159,62.1754096773595,72.3350210325542,76.6148046322502,79.5316275943941
Canada,CAN,28.393624588521,34.3242288120329,37.9044158037788,42.023148870965,47.0118124534166,52.7025846770222,57.4324478519739,61.4095752831956,66.1362039683938,70.470609929952,75.5821093172259,77.7101066742037,79.4253296602461,80.4413609850039,80.8572389599494,82.796219574406
Cayman Islands,CYM,25.667474272555,39.2464678178964,42.4694890249899,45.7113061614669,71.4602845726125,166.478137468636,185.003297955268,197.146630926714,185.755583267203,200.259768971425,181.180751977228,171.047561816222,171.816490794986,167.953264463518,153.888663557088,155.502559911946
Central African Republic,CAF,0.132277457226205,0.287041161441604,0.322447571560329,1.00460485751564,1.47964161107324,2.42253343701776,2.61795181921472,7.9517283315403,13.1173617257477,19.6093528267143,22.0125097644725,22.171806906511,25.4567505549597,30.2312200518573,25.592905333579,27.330986999846
Chad,TCD,0.06592701352187,0.253953243975652,0.379928700047291,0.694949247856429,1.26672971479117,2.08602177667667,4.47232799349274,8.52246553080317,14.3705763885502,19.8327605155829,24.1882320162474,29.8296452556102,34.6496278866773,34.7296005684356,38.7013817374014,39.0151750112585
Channel Islands,CHI,,,,,,,,,,,,,,,,
Chile,CHL,22.2864431936727,33.0255308379059,39.9670755237178,46.0031119889425,57.9786760527159,65.4581662647773,76.2926451513598,84.6196147186155,88.804732365531,97.7466929681923,116.823565259689,130.092599366993,138.309210314236,135.49426438165,134.444132946228,130.646679969088
China,CHN,6.6443320165695,11.2182025299349,15.8630534010178,20.6647727085398,25.4811335251777,29.7668740739467,34.6866420099891,40.9414865975522,47.6969456401434,55.2645243959093,63.173361051305,72.1219183898949,80.8723179789639,88.8862477291362,92.5173289187736,92.4808728658819
Colombia,COL,5.58559386681869,7.9662061754315,11.0568163933212,14.6758963735919,24.3435500421623,50.4786253101895,67.8960300916225,76.4877642087455,92.1232307735342,92.8294983675532,96.8630145974908,99.55561321971,104.660442104264,106.235629733582,115.773298958479,118.865890156643
Comoros,COM,0,0,0,0.342929059980007,1.40281433556364,2.53798475214469,5.8868978728499,9.67924939995636,13.9587571455307,18.2095262992163,23.9640303207809,30.6322524764036,39.1661186846221,46.8644639244774,50.4355498199201,54.6401963407356
"Congo, Dem. Rep.",COD,0.031863107931371,0.309953614821635,1.12369119071857,2.42503249608732,3.75365587088803,5.01556158960902,7.80904646199333,11.2842778341212,16.4602089045266,15.1556523464761,18.3195136922942,23.4508071870267,29.1288227281582,39.5870308714451,50.3276161559657,49.5465317168469
"Congo, Rep.",COG,2.17005344841643,4.52378697668078,6.50978228329586,9.42179043140094,10.6409510741965,15.0122517543904,23.8784967071062,32.3830819320535,43.9078736512665,69.3113214999041,84.7733816795477,86.084410102089,92.4411491178222,98.0714918761719,101.211204612674,104.410879229281
Costa Rica,CRI,5.39083104760405,8.18014820864102,12.3665462034395,18.8634142120727,22.0462293392131,25.9262293480382,33.5062896949819,34.5172147920033,42.5909604407532,43.4537370024885,68.8268269501549,90.2747629918134,115.555243287563,151.112941714911,147.562823497265,156.735253081834
Cote d'Ivoire,CIV,2.8343287751143,4.27546068837884,5.91401257949421,7.24401993172262,9.30301352314385,12.8130463376396,21.7408761280755,39.1267477982878,53.5903349197194,66.1319520317795,76.4609132610024,83.0054264327533,84.5037932679363,88.275637712876,98.1058613886873,109.949329406116
Croatia,HRV,23.3284372973159,39.8132520280939,52.6090814931188,57.8111464574866,64.679556196281,83.3634646602363,100.560573949384,115.412081702491,104.649106200034,107.692387431342,113.867324006337,118.587990692199,115.706293875564,110.360661516675,104.787255906179,104.240871611439
Cuba,CUB,0.058614964967335,0.076690365977261,0.159128215212732,0.314418511171968,0.672738057295232,1.20108969552526,1.3519108538218,1.75387021951333,2.93318493045914,5.4879215648717,8.85035283084846,11.5823991419904,14.7744107306302,17.4874587797392,22.1224086119936,29.1006045317897
Curacao,CUW,,,,,,,,,,139.715701055352,138.22015066934,136.987774996182,133.805275026963,131.380612673101,123.037850132897,120.555028162775
Cyprus,CYP,23.1450237308476,32.694873845661,42.6515776980172,55.2779063499983,64.7982910358134,75.7809034792259,82.7791100757979,92.9655392979931,129.405498281787,121.115227357205,124.933067536547,128.497526501767,128.595323532816,127.581041884209,130.192451945617,131.790179100937
Czech Republic,CZE,42.2369337410203,67.6371630823417,83.9817432710402,94.8180520948891,105.303277414133,114.795047384642,120.468557492274,127.73158065795,132.19913018235,124.561934499842,122.757677610498,124.59130556553,127.724689954571,129.49478129226,131.273914882126,117.454305443672
Denmark,DNK,62.9737845133504,73.9103989464848,83.3411101583699,88.4931932025585,95.634657909169,100.507294572811,107.05056276258,115.320833417886,119.265778371147,123.65418504873,115.589024642276,128.485548569706,129.980358816966,124.714087030494,126.418462568464,124.44416513805
Djibouti,DJI,0.032051996700038,0.40943837338323,2.0101283667975,3.03184092062509,4.47381258822552,5.62435684975755,5.62880553825131,8.59140451839753,13.7128858450374,15.388365756895,19.4576488640022,22.2936541572886,24.11162241754,27.2249656513748,31.4690121513237,33.8953261434483
Dominica,DMA,1.7222573052414,11.0664561504234,17.4338336388634,33.9349150414449,59.4467099560949,73.626233593385,100.978716793537,125.440451021846,128.035568562343,138.286372123714,147.770156774916,151.878189575839,151.712842152018,129.247237569061,101.522438099426,105.593067439381
Dominican Republic,DOM,8.23849283548894,14.6034678582327,19.2544624635641,23.3270515714069,27.8376750165165,39.223416644601,49.1462265046891,58.0035169148284,74.8245528468783,88.3500082618754,89.8443774162115,87.4707978731627,87.9787295850792,89.4868701377725,79.7968526147422,83.5573497724344
Ecuador,ECU,3.81842130352416,6.68457463010849,11.9404363199067,18.0453950423342,26.2343938372335,45.476709423131,60.7486103434549,69.9729674231438,80.8750915898475,90.1334839896469,98.9691115115212,101.023630270228,106.725658000634,106.159365993666,104.418160420426,80.1752722683229
"Egypt, Arab Rep.",EGY,1.94532691534236,3.92239228584016,6.19188964536468,7.83641229639525,10.1391184109066,17.7519283513855,23.0313782736965,37.8359471378776,51.0002256717007,67.1220738897032,84.0126218786919,97.1216691472765,110.23255976031,111.020850579261,103.81589160682,100.253769075388
El Salvador,SLV,12.673404882997,14.5240013396632,14.9625027544891,19.2545132867847,30.5390387075003,40.0027965017521,63.5948978928017,100.886105392066,113.753855988437,123.283440405809,124.911649141408,134.292602736187,139.023597523711,143.852500257168,146.363085078319,147.867952965539
Equatorial Guinea,GNQ,0.813904086286856,2.34462190627139,4.80187032849295,5.97456705983637,8.5400866701526,12.7951703183739,15.147364926529,18.0869548441085,20.727345587033,21.9995138107448,41.9817391158065,48.1609993060375,48.2457517044694,47.1312466205181,45.7348170394821,45.3752757597697
Eritrea,ERI,0,0,0,0,0.518319618164304,1.01884426003784,1.5244988009781,2.0308513742701,2.56650938091534,3.27422422485125,4.21957985260224,5.40683265209434,6.69336854801066,7.62941631021987,8.7946911586384,9.79992473657802
Estonia,EST,39.8109658126011,46.7907185953587,63.7144435798116,76.4974954640111,92.0917594687455,106.613221131149,122.930681680905,125.130870965246,121.254792074715,117.570199800873,124.075258501226,135.953657234866,150.932046426464,145.844532219498,143.932798274218,144.720946445773
Ethiopia,ETH,0.026687274246092,0.040150523876005,0.071448235838954,0.070747671270733,0.208422432312861,0.535182602993,1.09916604533411,1.49196530600234,2.34961776472583,4.74348014305896,7.81504143488448,15.6881376159736,22.2013850238689,27.0286438738904,31.3145837613969,42.3654191016708
Faroe Islands,FRO,35.9113800837953,51.5233766780289,72.7187087860328,79.2637678742652,85.7819412998774,87.0498084291188,103.26974350495,107.680399603699,113.148396411261,117.47016509677,122.442842430484,120.299127715602,120.66329675749,118.470880259298,119.327627861267,108.675584601246
Fiji,FJI,6.78691309294731,9.93996693760148,11.021330381235,13.4555758558364,17.3751212800328,24.9447261373274,34.4038210756202,63.49309784718,71.145682642825,75.1202804803472,81.1582068724926,83.8440477645816,98.3073411508294,105.762207078429,98.9128545076461,108.272272905086
Finland,FIN,71.8708184382514,80.2923538389445,86.6381899012405,90.8175331536417,95.1511631123282,100.210556259861,107.435808525515,114.759983646702,128.385823648631,144.123342628353,156.361179041564,165.886037405631,172.178725951324,136.320093234468,139.248975725299,134.918749952116
France,FRA,48.7388639694058,61.7536752528557,64.0684953224468,68.871896274584,73.1589461045185,78.5316630167277,83.8765724949655,89.3435300782186,93.0088283783521,92.3915941739026,91.6833077515988,94.4310423138876,97.8317477157756,99.0677131198402,101.922962660069,103.450039662752
French Polynesia,PYF,16.8171357762436,27.8937137599317,21.3260083426528,24.1852079887645,38.1292820971105,47.0798710011535,58.9531167581991,67.09555860841,71.1097769958849,78.4171307435396,80.6101112687626,82.5765352445681,83.7683058339437,88.9835775496476,92.6090081456636,96.6307753250027
Gabon,GAB,9.74720620702091,11.8834565647779,21.5765650578758,22.5878781399033,35.8719547282117,52.5034815119954,62.1511388080651,78.498891681602,84.6127761386764,91.381524798425,98.1581626742917,139.663284624781,145.588755117921,151.063270145179,156.3528642175,146.181304803969
"Gambia, The",GMB,0.454603017914606,4.33571167143515,7.62573502553477,11.02500823368,12.5127540714714,17.1359447834239,27.1186656660101,52.001993352028,73.4078153209297,80.0747761594574,87.3650606418229,80.2332046659257,84.688409516543,99.4368921177804,119.075455248893,137.322296330382
Georgia,GEO,4.1240696060765,6.44941249896729,10.8893419937382,15.5320214837821,18.5436574314373,26.1739819063525,38.3854003337767,59.2117817076962,63.4737498830784,66.1660714752165,94.0113586603464,106.211270658046,114.384211773006,123.411519287379,135.278004461537,140.47061336335
Germany,DEU,59.1524442131841,68.8359799728826,72.4502470645568,79.3276783389959,87.2807009975897,97.0611023215346,105.042468972387,118.302990208663,130.065126568723,129.684686382658,109.277748868484,112.313764873543,113.980879929433,123.095833257604,122.138195201698,117.932453171631
Ghana,GHA,0.686660511389287,1.25528760367642,1.94120089806922,3.89072960234036,8.07660683020771,13.3439736284578,23.547876459662,33.4977179948804,49.6613965450344,63.2070901103677,71.1360762829662,84.2529053257179,99.5545727985829,106.377495606491,112.603430912707,126.920980997556
Gibraltar,GIB,17.8255291853752,31.226493274686,38.571519147857,50.1261034047919,57.6624028091297,62.3344241857566,68.1198910081744,73.823438941864,79.4329707931077,86.7823765020027,90.3913947392208,97.2908247268373,103.351872230319,,111.639931840884,121.073390206848
Greece,GRC,53.2430411127363,71.2040290411697,83.0384854003357,79.4783541557586,82.7323974604089,90.7902910167802,96.8343656322511,108.031133222627,120.838586341592,116.176973299494,107.397436922315,106.173439886263,117.419390333686,110.576038087499,107.810860202015,112.024184777764
Greenland,GRL,26.9052069425901,28.1960693805813,35.2524859336848,52.4599703745503,68.6463481120628,81.6140190690243,94.6095381860947,116.640609903912,98.1967241955631,94.2532788041179,101.25534093718,103.872542085161,105.285992562423,107.065622008721,107.83583413146,108.200152544477
Grenada,GRD,4.2314921422175,6.29755814981001,7.39764936336925,41.3118437118437,42.1923706359102,45.5157408036989,44.7350836246719,49.6022628540536,57.7523333012605,109.710823042111,116.497415860218,115.017844396859,123.161517240072,125.579506935199,110.145731477999,112.117240669144
Guam,GUM,17.5112181241108,20.8438564970812,44.8544615874026,50.597917749851,61.9864768278104,,,,,,,,,,,
Guatemala,GTM,7.35430349806875,9.61380454049855,12.9175578236374,16.2775855451288,24.7579477100944,34.4384343100061,53.5846884617819,86.8417126474586,106.727469494943,120.894157167876,123.495933164448,130.30443873567,136.12077645449,139.241209437111,106.20622563084,111.499579539772
Guinea,GIN,0.478081172534037,0.620545507097817,0.993417672201279,1.19765650309221,1.63220508166874,1.95253077431275,,19.8083992961283,26.6391763282923,33.0506519001899,37.0570409767495,44.046353613039,49.5033049330721,64.4597310389573,73.5546430060745,89.0209702938411
